Cleaned_Comment,Emoji_Sentiment_Score,Text_Sentiment,Text_Sentiment_Score,Final_Sentiment
the court😭,-0.093,Negative,-0.4767,Negative
happy dial in advance due perfect😊,0.644,Positive,0.9246,Positive
back with the funny and reliable stereotyped 😂,0.221,Positive,0.5574,Positive
the hungry shipper is so meet😂😂😂😂,0.221,Positive,0.891,Positive
"Worst fucking store ever, rude staff and overpriced junk 🏪💩",-0.0245,Negative,-0.8107,Negative
guns you all are great 😎😎nd awesome and i respect you clot but why do you waste the food it is bad 😯😯😯,0.2702,Negative,-0.0772,Neutral
we will miss basketball court rip😢😢,0.007,Negative,-0.7783,Negative
oh no its a real monster 😱,0.19,Negative,-0.7906,Negative
seriously man you ruined you are own court 😱😱😱😱,0.19,Negative,-0.9776,Negative
😊😊,0.644,Positive,0.9001,Positive
now,0.0,Neutral,0.0,Neutral
ask views with ask likes ,0.0,Positive,0.4215,Positive
i work at a grocer store and this is 1000 accurate 😂,0.221,Positive,0.4404,Positive
mr too many items 😂 that one was great,0.221,Positive,0.7906,Positive
did you guns 😱seriously destroyed the court,0.19,Negative,-0.7003,Negative
return if possible ripbrthe basketball court 😱😦,-0.089,Negative,-0.802,Negative
did you really break the floor 😑😑😑😑,-0.311,Neutral,0.0,Negative
a he  a he oh they did not spend that much money on the rage monster 🙂 a he  a he 😳,0.018,Negative,-0.2247,Negative
are  i  p  basketball court 😭,-0.093,Negative,-0.4767,Negative
a he i have quottake on pequots flashbacks,0.0,Neutral,0.0,Neutral
do soccer stereotyped please😩😩😩😩,-0.368,Negative,-0.743,Negative
"Fucking overpriced junk, don’t waste your money 💸🤬  ",0.159,Negative,-0.4215,Negative
the poor floor😂😂,0.221,Positive,0.4019,Positive
can we get a rip in the comments for the basketball court 😢,0.007,Negative,-0.4767,Negative
i cannot stop laughing duties😂😂😂,0.221,Positive,0.7882,Positive
when you actually go to he ,0.0,Neutral,0.0,Neutral
"Another company making bad decisions, shocker 😒💰  ",-0.0615,Negative,-0.6249,Negative
a he nooooooooooo not the basketball court ,0.0,Neutral,0.0,Neutral
i kind of feel bad for that courtcuz most of us dream about that great flooring and these dukes just gripped one off for a couture video😒😒,-0.374,Positive,0.4336,Positive
org what dis you guns do too your basketball court😱😱,0.19,Negative,-0.891,Negative
the court😂😂😂😂 not,0.221,Positive,0.891,Positive
😆,0.409,Positive,0.3612,Positive
did you actually destroy the grm,0.0,Negative,-0.5423,Negative
tyler is outstanding  he was very funny 😂,0.221,Positive,0.8777,Positive
😎,0.491,Positive,0.4588,Positive
who else reads the comments while watching 😂brbrbbtw item a small youtuberb,0.221,Negative,-0.2263,Negative
bowing stereotyped would be cool,0.0,Neutral,0.0258,Neutral
item the mr expiration date 😂😂😂😂,0.221,Positive,0.891,Positive
 a he hata i can relate😂,0.221,Positive,0.4404,Positive
anyone else notice that the rage monster always is between ty and cody 😂,0.221,Positive,0.2263,Positive
rage monster by the way 😉😂,0.342,Negative,-0.1779,Neutral
why did you break the basketball court😢😱,0.0985,Negative,-0.836,Negative
i work at a grocer store and there is been multiple times where people have climbed into the milk room😂,0.221,Positive,0.4404,Positive
who is seeing the comments when watching the video brim know item not alone,0.0,Positive,0.1877,Positive
best rage monster i have seen in a while 😂,0.221,Positive,0.5423,Positive
this is probably the most expensive stereotyped video they have done i mean the court by itself is like a couple thousand dollars maybe in the tens of thousands 😂 it was a really nice court,0.221,Positive,0.7197,Positive
the court why 😭brand the food i dont like that part to be honest,-0.093,Negative,-0.2287,Negative
the b ball court 😥😣,-0.045,Positive,0.3291,Positive
i love your channel i love you guns but only one request please dont waste food 🙏🙏🙏,0.417,Positive,0.8792,Positive
he just told the cash register 😂😂😂😂😂,0.221,Positive,0.926,Positive
Who the fuck thought this UI was a good idea? Absolute garbage 🖥️💀  ,-0.207,Negative,-0.1531,Negative
now is the best rage monster in the world 😰😰,-0.02,Negative,-0.34,Negative
finally rage monster is back😠,-0.299,Negative,-0.7845,Negative
may😭 my boy destroying the basketball court,-0.093,Negative,-0.7717,Negative
someone tell me how much you think they spent on this video repairing that court ,0.0,Neutral,0.0,Neutral
due mr steal your car ,0.0,Negative,-0.4939,Negative
no store does more than my he 😂,0.221,Positive,0.1779,Positive
a he knew what is coming next,0.0,Neutral,0.0,Neutral
the basketball court  😲,-0.068,Positive,0.3818,Positive
a he when you die on fortunate😂😂,0.221,Positive,0.5859,Positive
who39s here under 1 million views ,0.0,Neutral,0.0,Neutral
"Holy shit, this restaurant has the worst food ever 🍽️🤢  ",0.0,Negative,-0.8271,Negative
i am guessing you guns are starting renovation for the grm😂,0.221,Positive,0.4404,Positive
honestly 😂,0.221,Positive,0.7096,Positive
"This remake is pure shit, why ruin the original? 🎬🤬",0.279,Negative,-0.7269,Negative
i love the rage monster😂,0.221,Positive,0.5423,Positive
this was so good only thing have fun rebuilding that floor 😂,0.221,Positive,0.8733,Positive
a he that is what she said 😂,0.221,Positive,0.4404,Positive
love you rage monster😍,0.678,Positive,0.5574,Positive
i am hungary 😉😉,0.463,Neutral,0.0,Positive
"Whoever made this decision is an idiot, total failure 🤦‍♂️🔥  ",0.132,Negative,-0.8516,Negative
a he like if you saw the milk ,0.0,Positive,0.3612,Positive
i died when they destroyed the basketball court 😂😅,0.1995,Negative,-0.34,Negative
i am the cart rider 😆,0.409,Positive,0.3612,Positive
did anyone realize what war is doing on the thumbnail i think we can all agree with him 😂,0.221,Positive,0.128,Positive
as someone who now has worked in he for 3 months this video just got very reliable 😂,0.221,Positive,0.4404,Positive
why did he squeeze it ,0.0,Neutral,0.0,Neutral
hahahabr😂😂😂😂😂😂,0.221,Positive,0.9468,Positive
question how much money did you use to fix a quart😂😂,0.221,Positive,0.7003,Positive
man this was before mass hata😞😞😂,-0.0049999999999999,Negative,-0.5106,Negative
well slap my ass and call me a bitch for some reason i thought i was the only one 😆,0.409,Negative,-0.4767,Negative
a he what are those 😂😂,0.221,Positive,0.7003,Positive
"Fucking dumbest decision ever, ruined everything 🤦‍♂️🔥  ",0.132,Negative,-0.8439,Negative
This book is boring and pointless 😑📖  ,-0.071,Negative,-0.3182,Negative
that court so much ,0.0,Neutral,0.0,Neutral
i absolutely love due perfect stereotyped it is the best,0.0,Positive,0.9092,Positive
"This chair broke the moment I sat on it, cheap junk 🪑🚮  ",0.0,Negative,-0.4215,Negative
they probably have enough money to break their court a hundred times and be able to fix it every time 😂😂😂😂,0.221,Positive,0.891,Positive
a he,0.0,Neutral,0.0,Neutral
nice modeling,0.0,Positive,0.4215,Positive
did you really wreck th   court,0.0,Negative,-0.4927,Negative
😘😘😘😘😘😘,0.701,Positive,0.9413,Positive
rip basketball court😢😢,0.007,Negative,-0.7351,Negative
the way he wreck the courtbrme noooooooooooooo😭😭😭,-0.093,Negative,-0.9042,Negative
awesome i love the stereotyped video😁😂,0.335,Positive,0.9186,Positive
oooh the short line analyst got me dying😂😂😂,0.221,Positive,0.8271,Positive
a he     helene 😏,0.332,Neutral,0.0,Positive
like 90 of the time i watch these video just for the rage monster 😂,0.221,Positive,0.2023,Positive
"The controls in this game are absolute shit, totally broken 🎮💀  ",0.11,Negative,-0.7902,Negative
5 years later and this still makes me laugh 😂😂,0.221,Positive,0.8555,Positive
😂😂😂😂,0.221,Positive,0.891,Positive
how do they fix the court,0.0,Neutral,0.0,Neutral
i want to have a job as the rage monster😂,0.221,Negative,-0.1027,Neutral
This keyboard layout is so uncomfortable ⌨️😤  ,-0.209,Negative,-0.5214,Negative
qui  do brazil ,0.0,Neutral,0.0,Neutral
my favourite is the rage monster 😂😂😂,0.221,Positive,0.6249,Positive
the rage monster is the best ,0.0,Positive,0.1531,Positive
The battery life on this device is garbage 🔋🚮  ,-0.486,Neutral,0.0,Negative
a he he he he selling the rage monster button  for like  😂,0.221,Positive,0.2023,Positive
he actually broke the court rip,0.0,Negative,-0.4215,Negative
the lines for the rage monster just get worst and worst😂😂but i still love them,0.221,Negative,-0.765,Negative
the court😭😭😭 rip,-0.093,Negative,-0.8519,Negative
please tell me they are getting a new court please😴,-0.08,Positive,0.5574,Positive
this is an example of wasting ,0.0,Negative,-0.4019,Negative
sample thief is reliable 😂,0.221,Negative,-0.128,Neutral
thank you so much for making another stereotypeslove your channel also how did you pull of that rage monster that was crazy 😝,0.423,Negative,-0.5423,Negative
hungry shipper is me😅,0.178,Positive,0.3612,Positive
my favorite part was the rage monster  like i am bowed how funny and crazy it is at the same time 😂😂😂😂,0.221,Positive,0.9186,Positive
why would you ruin the court that wasn39t even funny 😂,0.221,Positive,0.25,Positive
soccer  stereotyped,0.0,Negative,-0.296,Negative
Who the fuck approved this ugly ass design? 🚮🤢  ,0.0,Negative,-0.8176,Negative
how long does it take to fixclean up after rage monstersepisodes😂,0.221,Negative,-0.1779,Negative
rip basketball courtbrwe will always remember you😔😞,-0.132,Negative,-0.4215,Negative
today my ,0.0,Neutral,0.0,Neutral
love you guns  ,0.0,Positive,0.6369,Positive
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭,-0.010391304347826,Negative,-0.9968,Negative
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.2209999999999999,Positive,0.9999,Positive
my birthday is the with please say happy birthday to me due perfect,0.0,Positive,0.8658,Positive
a he does anyone see the milk carbon ,0.0,Neutral,0.0,Neutral
what a rage😂,0.221,Negative,-0.1779,Negative
the cart rider that39s definitely not me bear😎,0.491,Positive,0.0567,Positive
freeze freakout 😂 that is me,0.221,Positive,0.0772,Positive
"This food tastes like dogshit, never eating here again 🍔🤮  ",0.277,Positive,0.3612,Positive
i like your couture channel name😍😍,0.678,Positive,0.8176,Positive
"Fucking worst driving experience, this car is garbage 🚗🤬  ",0.231,Negative,-0.659,Negative
🙃this is bob 500 likes to put his iron right,0.0,Positive,0.4215,Positive
hey guns can you make a facebook stereotyped or mall stereotyped😁,0.449,Negative,-0.1027,Positive
costo stereotyped😂,0.221,Positive,0.1779,Positive
 😲😲😲😲😲        😢br             br    7   2         10  ,-0.0555,Positive,0.836,Positive
first 300,0.0,Neutral,0.0,Neutral
jajajajaja😂😂😂😂😂😂,0.221,Positive,0.9468,Positive
really nice 😍😍brim love  perfect 😍😍😍😍,0.678,Positive,0.9822,Positive
may i like rage monster😃,0.557,Positive,0.1027,Positive
so they do grocer store stereotyped before the most popular sport in the world okay okay 😂,0.221,Positive,0.7645,Positive
you know what tyler is a monster that is why i do not like him but the members i like them except tyler😒😒,-0.374,Positive,0.4009,Positive
please do soccer stereotypesbrbrmy ideasbrmaster goaliebrnewbiebrnervous nellybrone shotbrdiving catchbrfake injurybrthe probrthe rage monsterbrmr excusesbrthe red cardbrhorrible team namebrsoccer mombrthe quotfutballquot guybrthe booterbrplay roughbrthe foul guybrthe lazy walkerbrmisses every time guybrcrotch blockbrcherry coming goaliebrblind refereebrcrazed fansbrslip39n39slidebrthe headshotbrbrwhat are your ideas pus like 😥,0.122,Positive,0.1779,Positive
guns i think you can do a trickshot stereotyped next time😉😉,0.463,Negative,-0.296,Negative
a he  a he,0.0,Neutral,0.0,Neutral
why the basketball court😭,-0.093,Negative,-0.4767,Negative
up is boy,0.0,Neutral,0.0,Neutral
org i could not stop laughing even one second 😍,0.678,Positive,0.3094,Positive
who else is only here for rage monster 😂,0.221,Negative,-0.1779,Negative
"Fucking hell, this is the worst UI I've ever seen 🖥️🤢  ",0.0,Negative,-0.8748,Negative
wonder how much it costs to fix the floor😂😂,0.221,Positive,0.7003,Positive
them cleaning up after😔,-0.146,Positive,0.0772,Neutral
the rage monster though ,0.0,Negative,-0.5574,Negative
musical stereotyped next up,0.0,Negative,-0.296,Negative
 the into where you find these and takes them,0.0,Neutral,0.0,Neutral
been waiting for one of these ,0.0,Neutral,0.0,Neutral
"Fucking garbage, I regret spending money on this 💸💀  ",-0.0239999999999999,Negative,-0.4703,Negative
😂😂😂😂😂😂,0.221,Positive,0.9468,Positive
i love these video so much,0.0,Positive,0.6369,Positive
i cannot relate with any of this but you are horrible for ruining such a lovely basketball court i mud give anything to play on that surface😔😔,-0.146,Positive,0.4497,Positive
contract with nickelodeon  goat,0.0,Neutral,0.0,Neutral
i say only that was expensive 😂😄,0.321,Positive,0.8126,Positive
This new policy is unfair and ridiculous 🤬⚖️  ,0.0,Negative,-0.6808,Negative
i am the lost guy and the always forgets something guy 😂,0.221,Positive,0.1531,Positive
man i have been waiting on a stereotyped video for to long now😢,0.007,Negative,-0.6486,Negative
36 million 😄😄,0.421,Positive,0.875,Positive
its funny how they but the rage monster on all of these stereotyped video they make 😂,0.221,Negative,-0.4404,Negative
the court😭😭😭 but it was still funny though😂,-0.0145,Positive,0.5499,Positive
oh no not a coroner org a check guy😂😂😂😂😭😭😭😭,0.064,Negative,-0.4588,Negative
🙏🙌,0.488,Neutral,0.0,Positive
😍😍😍😍😍😍,0.678,Positive,0.9517,Positive
who else was expecting the rage monster at a he 😂,0.221,Negative,-0.1779,Negative
garage sale stereotyped😃😃😃,0.557,Positive,0.6486,Positive
the person who bath with water changes clothes but the person who bath with sweat changes history ,0.0,Neutral,0.0,Neutral
due that he that they went to was in my town 😱😝,0.3065,Negative,-0.7003,Negative
bear 😠😠,-0.299,Negative,-0.765,Negative
at a he  i hope your getting new floor 😝 and that39s why you done this you all have a great day,0.423,Positive,0.7906,Positive
dukes the rage guy got some issues😬😬😬😬,0.194,Negative,-0.9042,Negative
the rage monster 😂😂,0.221,Positive,0.296,Positive
This game is more broken than my last relationship 🎮💔  ,0.153,Negative,-0.3167,Negative
"This album is just noise, fucking trash music 🎶🤡  ",0.537,Neutral,0.0,Positive
and where is he,0.0,Neutral,0.0,Neutral
oh that poor basketball court 😲,-0.068,Negative,-0.128,Negative
"This laptop is hot garbage, runs slower than my grandpa 💻🐌  ",0.4485,Neutral,0.0,Positive
😂😂😂,0.221,Positive,0.8271,Positive
who else has watched it know for the 100th time😅😂,0.1995,Positive,0.6597,Positive
rip mr courtbrmay you rest in peace,0.0,Positive,0.5423,Positive
ummmmm so were not going to acknowledge the the rage monster and discipline accordingly 😱,0.19,Negative,-0.8555,Negative
Why did they even release this? Absolutely terrible 😡💢  ,0.03,Negative,-0.796,Negative
i love you 😻😻😻😽😽😽,0.5949999999999999,Positive,0.9758,Positive
the rage one got me😂😂😂😂,0.221,Positive,0.7906,Positive
tyler broke the court now 😮😶,0.0635,Negative,-0.4215,Negative
my days is the mr expiration date kind of person this is so funny 😆,0.409,Positive,0.7593,Positive
me looking at my life 😂 quote dont even know how to fix thisquot,0.221,Positive,0.4404,Positive
the rage monster😂😂😂😂😂😁😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😋😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😋😂😂😂😂😂😂😂😋😂😂😂😂😋😂😋😋😊😊😁😊😂😂😂😂😂😂😂😂😂😂,0.2616310679611651,Positive,0.9998,Positive
yeah finally another stereotyped did 😃,0.557,Positive,0.3612,Positive
honestly i got passed watching ty destroy the ball court i cannot even afford a hood ,0.0,Positive,0.2732,Positive
anyone else notice the milk on the shelf 😂 a he,0.221,Positive,0.4404,Positive
you should do men bathroom stereotyped😂😂😂,0.221,Positive,0.7579,Positive
never forget the rage monster 😅😅,0.178,Positive,0.822,Positive
the mr too many items was gold😂😂😂,0.221,Positive,0.8271,Positive
got to give drops to he for letting you do this ,0.0,Neutral,0.0,Neutral
it hurts watching the rage monster 😂,0.221,Negative,-0.5859,Negative
finally been waiting for so long love a 😉,0.463,Positive,0.6682,Positive
too funny 😂😂😂😂,0.221,Positive,0.926,Positive
can you help shoutout my couture channel can you help get us a bunch of subscribers please🙏,0.417,Positive,0.7717,Positive
sometimes i feel that br  bulk is inspired by eager   m😈nstorbr😂😂😂😂,0.2298,Positive,0.9601,Positive
hey cody how did that tape work😀,0.568,Positive,0.3612,Positive
😂😂😂😂,0.221,Positive,0.891,Positive
in mr too many items when you ran away you put a milk  jug in the shelf,0.0,Neutral,0.0,Neutral
rage monster 🙂,0.0,Negative,-0.2247,Negative
its so deep,0.0,Neutral,0.0,Neutral
i have already watched this 3 times😂,0.221,Positive,0.4404,Positive
due i telling you rage monster is my favorite like😝,0.423,Positive,0.2263,Positive
was i the only one waiting for the rage monster😂😂,0.221,Positive,0.296,Positive
"This game is fucking trash, worst thing ever 🎮🚮  ",0.427,Negative,-0.6573,Negative
😠😠😠😠😠😠😠😡😡😡😡😠😠😠😠😠😠😠😠😠😠😠😠😠😡😡😡😠😡😠😡😠😠😠😠,-0.2666,Negative,-0.9979,Negative
oh ho ho the cereal aisle be 😂😂,0.221,Positive,0.7003,Positive
nothing is wrong to seemed,0.0,Positive,0.3724,Positive
stop by your local he 😤 you all texans know what i am talking about,-0.209,Negative,-0.296,Negative
so do they just go up to the owner of the store and he like can we make a mess in your store no how about now,0.0,Negative,-0.296,Negative
these beasts are besides😂😂,0.221,Positive,0.7003,Positive
rage monster 😈😈😈,0.265,Positive,0.6597,Positive
when you run out of ideas ,0.0,Neutral,0.0,Neutral
i love all your video,0.0,Positive,0.6369,Positive
you ruined the grm floor for a video org ll 😂,0.221,Negative,-0.0516,Neutral
i am a proud cart rider ,0.0,Positive,0.4767,Positive
i got very very angry when you make a video with rage monster😠😠😡😡😡,-0.2234,Negative,-0.9334,Negative
did they really destroy that court 😱,0.19,Negative,-0.8622,Negative
item mr too many items may😂😂😂😂😂😂😂😂,0.221,Positive,0.969,Positive
expiration date is 100 me😂,0.221,Positive,0.4404,Positive
what a good waste of milk😢,0.007,Negative,-0.4588,Negative
as always up did not disappoint this one was extra close to home because i work in a grocer store 😅😅😅 i could relate to all of them especially mr careless,0.178,Positive,0.7166,Positive
they forgot the parents that forget something then leave there kid at the register then the kid freaks out 😂😂,0.221,Positive,0.5106,Positive
should sell the parts of the court make a lot of money 😂😂😂,0.221,Positive,0.8271,Positive
you guns really destroyed that court that is crazy,0.0,Negative,-0.7089,Negative
is the basketball court now ok😶😶😐,-0.2239999999999999,Positive,0.296,Positive
rage monster  op,0.0,Negative,-0.5574,Negative
when garre squished the avocado i couldn39t tell if it was intentional or not ,0.0,Neutral,0.0,Neutral
i do not like this ,0.0,Negative,-0.2755,Negative
This product broke within a week! Garbage 🗑️😡  ,-0.173,Negative,-0.4753,Negative
from a guy that manages a grocer store well done ,0.0,Positive,0.2732,Positive
been waiting for you guns ,0.0,Neutral,0.0,Neutral
but i could have had those eggs 😥,0.122,Negative,-0.1901,Negative
a he left corner dried cilantro 😂😂😂,0.221,Positive,0.8271,Positive
1 min  balaga😂😂,0.221,Positive,0.7003,Positive
put ah am 😹,0.141,Positive,0.4404,Positive
ay love you gets very much ,0.0,Positive,0.6369,Positive
i love you due perfect am the aisle blockade😂,0.221,Positive,0.8957,Positive
happens all the time a go to the grocer store😂,0.221,Positive,0.4404,Positive
😂😅😊,0.3476666666666667,Positive,0.886,Positive
 thanks for watching guns br which stereotyped should we do next,0.0,Positive,0.1779,Positive
the rage monster was so sosoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooofunny my cheeks are still gaining like anything i laughed a lot you guns are amazing well done keep it up best of luck for your next video may god bees  you all,0.0,Positive,0.9578,Positive
😂😂 a he,0.221,Positive,0.7003,Positive
who else enjoyed this ,0.0,Positive,0.5106,Positive
"Worst movie ever, what a waste of time 😡🤬  ",-0.173,Negative,-0.7845,Negative
😂,0.221,Positive,0.4404,Positive
can i pay yet or no may 😂😂😂,0.221,Positive,0.7269,Positive
the hungry shipper is literally me 😭,-0.093,Negative,-0.4767,Negative
wonder how much fun you are having fixing the basketball court😂,0.221,Positive,0.7351,Positive
money money money money money money money money money money money money ,0.0,Neutral,0.0,Neutral
i am the cart rider,0.0,Neutral,0.0,Neutral
please make more rage monster😨😨😨,-0.14,Negative,-0.9092,Negative
😂😂😂😂😂sample thieves😂😂😂😂😂,0.221,Positive,0.9633,Positive
😂,0.221,Positive,0.4404,Positive
sorry i comment late sorry i like it,0.0,Positive,0.2263,Positive
office  like,0.0,Positive,0.3612,Positive
next stereotyped video should be sleep over stereotyped 😴,-0.08,Negative,-0.5267,Negative
😂😂,0.221,Positive,0.7003,Positive
ind give ty my number not for grocer store reasons 😘,0.701,Positive,0.6908,Positive
the rage monster must be exploded in the store 😂😂,0.221,Positive,0.296,Positive
the clean on isle 4 guy😂,0.221,Positive,0.6808,Positive
more stereotyped did love theme 😂😂😍,0.3733333333333333,Positive,0.895,Positive
you wasted all that food and ruined the basketball court just for views ulm okay ,0.0,Negative,-0.6597,Negative
i loved that court  martha was my favourite halfalways dreamed that i would play there one day😢😢😢😢😢😢😢still loved the video,0.007,Negative,-0.8885,Negative
rage monster super crazy this time,0.0,Negative,-0.2732,Negative
😱no not the ball court 😫😭,-0.0159999999999999,Negative,-0.8225,Negative
i think they want to make a new basket ball court,0.0,Positive,0.0772,Positive
ilyin,0.0,Neutral,0.0,Neutral
hata this is so true 😂😂,0.221,Positive,0.8561,Positive
not the court 😭,-0.093,Negative,-0.4767,Negative
please tell me that when your parents say i am only getting 1 itembrbrthen busy the whole store😋,0.631,Positive,0.3182,Positive
a he i am like this died laughing 😂 😂 😂 😂 anyone else,0.221,Positive,0.9011,Positive
thethepppppoorcourt 😭😭😭😥,-0.03925,Negative,-0.4215,Negative
where is the shoplifter 😂,0.221,Positive,0.4404,Positive
rip 2 money ,0.0,Neutral,0.0,Neutral
you guns should do the classroom stereotypesbrbrbrbrbrbrthat one will be epic,0.0,Neutral,0.0,Neutral
i hope they needed a new court😶,-0.142,Positive,0.4404,Positive
cody is super face freezing ,0.0,Positive,0.5423,Positive
i am the hungry shipper 😆,0.409,Positive,0.3612,Positive
i feel sad about the court 😭😂,0.064,Negative,-0.5106,Negative
why would you destroy the basketball court😭😭😭,-0.093,Negative,-0.9153,Negative
i am the cart rider  😄,0.421,Positive,0.6705,Positive
please do school stereotyped😎,0.491,Positive,0.4767,Positive
i love your video due perfect ,0.0,Positive,0.836,Positive
you guns reckon they will need a new floor ,0.0,Neutral,0.0,Neutral
due perfect fan can like here br,0.0,Positive,0.8176,Positive
ll all my friends creaked when due perfect came to the he in waxahachie 😆,0.409,Positive,0.8519,Positive
a he now i know where ned comes from😏😂,0.2765,Positive,0.4404,Positive
i got to be honest you all getting old man  ,0.0,Positive,0.5106,Positive
how do you fix that grm 😱,0.19,Negative,-0.7003,Negative
how on earth are you going to fix the basketball court😂,0.221,Positive,0.4404,Positive
item going to assume they let my namesake destroy that court because they39re either modeling or putting in a new one because if they did that solely for the dramatic effect of the video item going to be passed that they39re that blame about how loaded they are now 😒brbrstill love you guns though item just totally jealous item not couture rich ,-0.374,Negative,-0.7856,Negative
rage monster broke the basket ball court 😎😂😂😂😂😂😂😄😂,0.2732222222222222,Positive,0.9657,Positive
destroy all the things i do not care p 😝,0.423,Negative,-0.7293,Negative
imagine if they accidentally delete the rage monster scene in the computer😂😂,0.221,Negative,-0.0516,Neutral
cool video ,0.0,Positive,0.3182,Positive
yessssssbrhere before 1 millions views   ,0.0,Neutral,0.0,Neutral
i hope they can fix the court😣,-0.212,Positive,0.4404,Positive
loved rage monster😀,0.568,Positive,0.4215,Positive
do a school stereotyped 😎,0.491,Positive,0.2023,Positive
so i have a broken leg that still has to heal and it has a metal plate with screws in it the only way i can cut out the pain is by watching you r video so keep on doing what you five guns are,0.0,Negative,-0.8591,Negative
unfortunately i am the hungry shipper no matter how hard i try i just cannot fight my hunger 😂,0.221,Positive,0.4497,Positive
you should do trick shot stereotyped😊😊😎,0.593,Positive,0.9118,Positive
top ,0.0,Positive,0.2023,Positive
why did you do that to the basketball court ,0.0,Neutral,0.0,Neutral
rudeness test ,0.0,Negative,-0.3612,Negative
you guns are rich man😅how can you do that rage monster😂,0.1995,Positive,0.6597,Positive
a he 😂😂😂😂😂 who remembered this after 3 years,0.221,Positive,0.926,Positive
item mr expiration date one trip master and cart rider 😂,0.221,Positive,0.4404,Positive
1,0.0,Neutral,0.0,Neutral
i remember how fun it is to go shopping without covid19 😭😭😭,-0.093,Negative,-0.089,Negative
is the basketball court okbrbrbrbrprobably not you will be paying a lot to fix till😂,0.221,Positive,0.4404,Positive
a he only mexicans know what they are ,0.0,Neutral,0.0,Neutral
a he due perfect transformed into howtobasic 😂,0.221,Positive,0.765,Positive
i only watch these to see the rage monster😂,0.221,Negative,-0.1779,Negative
make a video about well beckmann vs julie ,0.0,Positive,0.2732,Positive
"The animation in this show is ugly as hell, lazy as fuck 🎨🤬",0.167,Negative,-0.9313,Negative
a he there was a cart next to him  😂,0.221,Positive,0.4404,Positive
a he i want to see what happened 😂,0.221,Positive,0.4939,Positive
i like how there is it milk and a banana in the express lane stereotyped😂😂,0.221,Positive,0.7269,Positive
finally a new one,0.0,Neutral,0.0,Neutral
i wish i could afford to destroy a basketball court 😂,0.221,Positive,0.2732,Positive
library stereotyped for a needy me 😄,0.421,Positive,0.2263,Positive
do a soccer  stereotyped,0.0,Negative,-0.296,Negative
The acting was painful to watch 😭💔  ,-0.107,Negative,-0.5994,Negative
early morning wake up stereotyped😁😁,0.449,Positive,0.5859,Positive
while they are destroying food someone in the world has no food so do not play with that😔,-0.146,Negative,-0.7782,Negative
it had to be he😂😂,0.221,Positive,0.7003,Positive
did you just mess all the floors and basketball court rip ,0.0,Negative,-0.3612,Negative
what they did to that court shame shame 😢,0.007,Negative,-0.8519,Negative
there was,0.0,Neutral,0.0,Neutral
pus do more stereotyped😊,0.644,Positive,0.5839,Positive
everyone who likes this i will add a dog for thembrbrbrbrbrbrbr,0.0,Positive,0.4215,Positive
pus subscribe my video ,0.0,Neutral,0.0,Neutral
Who the hell buys this overpriced garbage? 💸🤡  ,0.159,Negative,-0.6808,Negative
how much money do you guns waste on the rage monster,0.0,Negative,-0.7506,Negative
they probably have a lot money to pay for all of the damage that tyler does😂,0.221,Negative,-0.1779,Negative
love your video and love to have a shout out 😍😍😍😍😍😍,0.678,Positive,0.9786,Positive
please do not do rage monster before he kills someone 😂,0.221,Positive,0.5609,Positive
kendall please,0.0,Positive,0.3182,Positive
a he cody😂😂 steals crisis,0.221,Negative,-0.3818,Negative
What the fuck is wrong with these developers? Another broken patch 🎮🤬  ,0.427,Negative,-0.8658,Negative
i did almost all of those😂 great job love your video,0.221,Positive,0.9042,Positive
weird its not an treading yet,0.0,Negative,-0.1779,Negative
not the court 😂😭,0.064,Negative,-0.0516,Neutral
grocer store jokebrbra girl walks into the grocer store and asks the stock boy if he has nuts bathe guy says no maambrshe replies well do you have any datesbrand he says madam if i do not have nuts do you really expect me to have datesbrbrbrbrplz like 😄,0.421,Positive,0.7623,Positive
very nice video😂😍,0.4495,Positive,0.8399,Positive
"This tracklist is bullshit, who even listens to this trash? 🎵💀  ",0.1465,Negative,-0.5859,Negative
item a pro cart rider drifting through peoples carts 😂who else did that as a kid,0.221,Negative,-0.2263,Negative
good that was awesome 😎,0.491,Positive,0.875,Positive
You're an asshole for defending this garbage decision 🤡🔥  ,0.139,Negative,-0.34,Negative
no store does more then my he its a texas thing😍,0.678,Positive,0.2023,Positive
hi ho dudeperfect ,0.0,Neutral,0.0,Neutral
