Cleaned_Comment,Emoji_Sentiment_Score
loved it but why did you destroy the set ty??,0.178
cart riders here ??????,0.20666666666666667
i love your video,0
mr expiration date be me though??,-0.093
if i get  sobs i would be ??,0.557
the rage monster is my favorite always ??,0.221
dietary stereotyped????????,0.644
its just the same thing as the last one ,0
am i the only concerned as to how damaged their basketball court is now??,0.221
boy??????b,0.221
a he begun and that39s lunchbrgarretno?? due perfect your the best,0.221
ms  less cart pro and chatty checkout,0
i love tapioca pudding ????,0.5085
do park stereotyped??,0.449
you need a new court??,0.221
a he i do not know why this is so funny ??,0.409
is it kind of creep that i can relate to literally every single one of of these stereotyped ??brbrbrexcept for the rage monster,0.221
i am the cart rider??,0.449
i do all of these things ????,0.221
hahahahahahahahahahahahahahah ??????????????????,0.22100000000000003
yes a new sterno types video,0
a he he i am dying??????,0.221
"This shit is so fucking outdated, upgrade your tech ????  ",-0.116
mr too many ?? monster guy destroyed every thing,0.221
the court??,-0.093
happy dial in advance due perfect??,0.644
back with the funny and reliable stereotyped ??,0.221
the hungry shipper is so meet????????,0.221
"Worst fucking store ever, rude staff and overpriced junk ????",-0.0245
guns you all are great ????nd awesome and i respect you clot but why do you waste the food it is bad ??????,0.2702
we will miss basketball court rip????,0.007
oh no its a real monster ??,0.19
seriously man you ruined you are own court ????????,0.19
????,0.644
now,0
ask views with ask likes ,0
i work at a grocer store and this is 1000 accurate ??,0.221
mr too many items ?? that one was great,0.221
did you guns ??seriously destroyed the court,0.19
return if possible ripbrthe basketball court ????,-0.089
did you really break the floor ????????,-0.311
a he  a he oh they did not spend that much money on the rage monster ?? a he  a he ??,0.018
are  i  p  basketball court ??,-0.093
a he i have quottake on pequots flashbacks,0
do soccer stereotyped please????????,-0.368
"Fucking overpriced junk, don’t waste your money ????  ",0.159
the poor floor????,0.221
can we get a rip in the comments for the basketball court ??,0.007
i cannot stop laughing duties??????,0.221
when you actually go to he ,0
"Another company making bad decisions, shocker ????  ",-0.0615
a he nooooooooooo not the basketball court ,0
i kind of feel bad for that courtcuz most of us dream about that great flooring and these dukes just gripped one off for a couture video????,-0.374
org what dis you guns do too your basketball court????,0.19
the court???????? not,0.221
??,0.409
did you actually destroy the grm,0
tyler is outstanding  he was very funny ??,0.221
??,0.491
who else reads the comments while watching ??brbrbbtw item a small youtuberb,0.221
bowing stereotyped would be cool,0
item the mr expiration date ????????,0.221
 a he hata i can relate??,0.221
anyone else notice that the rage monster always is between ty and cody ??,0.221
rage monster by the way ????,0.342
why did you break the basketball court????,0.0985
i work at a grocer store and there is been multiple times where people have climbed into the milk room??,0.221
who is seeing the comments when watching the video brim know item not alone,0
best rage monster i have seen in a while ??,0.221
this is probably the most expensive stereotyped video they have done i mean the court by itself is like a couple thousand dollars maybe in the tens of thousands ?? it was a really nice court,0.221
the court why ??brand the food i dont like that part to be honest,-0.093
the b ball court ????,-0.045
i love your channel i love you guns but only one request please dont waste food ??????,0.417
he just told the cash register ??????????,0.221
Who the fuck thought this UI was a good idea? Absolute garbage ?????  ,-0.207
now is the best rage monster in the world ????,-0.02
finally rage monster is back??,-0.299
may?? my boy destroying the basketball court,-0.093
someone tell me how much you think they spent on this video repairing that court ,0
due mr steal your car ,0
no store does more than my he ??,0.221
a he knew what is coming next,0
the basketball court  ??,-0.068
a he when you die on fortunate????,0.221
who39s here under 1 million views ,0
"Holy shit, this restaurant has the worst food ever ?????  ",0
i am guessing you guns are starting renovation for the grm??,0.221
honestly ??,0.221
"This remake is pure shit, why ruin the original? ????",0.279
i love the rage monster??,0.221
this was so good only thing have fun rebuilding that floor ??,0.221
a he that is what she said ??,0.221
love you rage monster??,0.678
i am hungary ????,0.463
"Whoever made this decision is an idiot, total failure ???????  ",0.132
a he like if you saw the milk ,0
i died when they destroyed the basketball court ????,0.1995
i am the cart rider ??,0.409
did anyone realize what war is doing on the thumbnail i think we can all agree with him ??,0.221
as someone who now has worked in he for 3 months this video just got very reliable ??,0.221
why did he squeeze it ,0
hahahabr????????????,0.221
question how much money did you use to fix a quart????,0.221
man this was before mass hata??????,-0.005
well slap my ass and call me a bitch for some reason i thought i was the only one ??,0.409
a he what are those ????,0.221
"Fucking dumbest decision ever, ruined everything ???????  ",0.132
This book is boring and pointless ????  ,-0.071
that court so much ,0
i absolutely love due perfect stereotyped it is the best,0
"This chair broke the moment I sat on it, cheap junk ????  ",0
they probably have enough money to break their court a hundred times and be able to fix it every time ????????,0.221
a he,0
nice modeling,0
did you really wreck th   court,0
????????????,0.701
rip basketball court????,0.007
the way he wreck the courtbrme noooooooooooooo??????,-0.093
awesome i love the stereotyped video????,0.335
oooh the short line analyst got me dying??????,0.221
a he     helene ??,0.332
like 90 of the time i watch these video just for the rage monster ??,0.221
"The controls in this game are absolute shit, totally broken ????  ",0.11
5 years later and this still makes me laugh ????,0.221
????????,0.221
how do they fix the court,0
i want to have a job as the rage monster??,0.221
This keyboard layout is so uncomfortable ????  ,-0.209
qui  do brazil ,0
my favourite is the rage monster ??????,0.221
the rage monster is the best ,0
The battery life on this device is garbage ????  ,-0.486
a he he he he selling the rage monster button  for like  ??,0.221
he actually broke the court rip,0
the lines for the rage monster just get worst and worst????but i still love them,0.221
the court?????? rip,-0.093
please tell me they are getting a new court please??,-0.08
this is an example of wasting ,0
sample thief is reliable ??,0.221
thank you so much for making another stereotypeslove your channel also how did you pull of that rage monster that was crazy ??,0.423
hungry shipper is me??,0.178
my favorite part was the rage monster  like i am bowed how funny and crazy it is at the same time ????????,0.221
why would you ruin the court that wasn39t even funny ??,0.221
soccer  stereotyped,0
Who the fuck approved this ugly ass design? ????  ,0
how long does it take to fixclean up after rage monstersepisodes??,0.221
rip basketball courtbrwe will always remember you????,-0.132
today my ,0
love you guns  ,0
??????????????????????????????????????????????,-0.010391304
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.2209999999999999
my birthday is the with please say happy birthday to me due perfect,0
a he does anyone see the milk carbon ,0
what a rage??,0.221
the cart rider that39s definitely not me bear??,0.491
freeze freakout ?? that is me,0.221
"This food tastes like dogshit, never eating here again ????  ",0.277
i like your couture channel name????,0.678
"Fucking worst driving experience, this car is garbage ????  ",0.231
??this is bob 500 likes to put his iron right,0
hey guns can you make a facebook stereotyped or mall stereotyped??,0.449
costo stereotyped??,0.221
 ??????????        ??br             br    7   2         10  ,-0.0555
first 300,0
jajajajaja????????????,0.221
really nice ????brim love  perfect ????????,0.678
may i like rage monster??,0.557
so they do grocer store stereotyped before the most popular sport in the world okay okay ??,0.221
you know what tyler is a monster that is why i do not like him but the members i like them except tyler????,-0.374
please do soccer stereotypesbrbrmy ideasbrmaster goaliebrnewbiebrnervous nellybrone shotbrdiving catchbrfake injurybrthe probrthe rage monsterbrmr excusesbrthe red cardbrhorrible team namebrsoccer mombrthe quotfutballquot guybrthe booterbrplay roughbrthe foul guybrthe lazy walkerbrmisses every time guybrcrotch blockbrcherry coming goaliebrblind refereebrcrazed fansbrslip39n39slidebrthe headshotbrbrwhat are your ideas pus like ??,0.122
guns i think you can do a trickshot stereotyped next time????,0.463
a he  a he,0
why the basketball court??,-0.093
up is boy,0
org i could not stop laughing even one second ??,0.678
who else is only here for rage monster ??,0.221
"Fucking hell, this is the worst UI I've ever seen ?????  ",0
wonder how much it costs to fix the floor????,0.221
them cleaning up after??,-0.146
the rage monster though ,0
musical stereotyped next up,0
 the into where you find these and takes them,0
been waiting for one of these ,0
"Fucking garbage, I regret spending money on this ????  ",-0.024
????????????,0.221
i love these video so much,0
i cannot relate with any of this but you are horrible for ruining such a lovely basketball court i mud give anything to play on that surface????,-0.146
contract with nickelodeon  goat,0
i say only that was expensive ????,0.321
This new policy is unfair and ridiculous ????  ,0
i am the lost guy and the always forgets something guy ??,0.221
man i have been waiting on a stereotyped video for to long now??,0.007
36 million ????,0.421
its funny how they but the rage monster on all of these stereotyped video they make ??,0.221
the court?????? but it was still funny though??,-0.0145
oh no not a coroner org a check guy????????????????,0.06400000000000002
????,0.488
????????????,0.678
who else was expecting the rage monster at a he ??,0.221
garage sale stereotyped??????,0.557
the person who bath with water changes clothes but the person who bath with sweat changes history ,0
due that he that they went to was in my town ????,0.3065
bear ????,-0.299
at a he  i hope your getting new floor ?? and that39s why you done this you all have a great day,0.423
dukes the rage guy got some issues????????,0.194
the rage monster ????,0.221
This game is more broken than my last relationship ????  ,0.153
"This album is just noise, fucking trash music ????  ",0.537
and where is he,0
oh that poor basketball court ??,-0.068
"This laptop is hot garbage, runs slower than my grandpa ????  ",0.4485
??????,0.221
who else has watched it know for the 100th time????,0.1995
rip mr courtbrmay you rest in peace,0
ummmmm so were not going to acknowledge the the rage monster and discipline accordingly ??,0.19
Why did they even release this? Absolutely terrible ????  ,0.030000000000000013
i love you ????????????,0.5949999999999999
the rage one got me????????,0.221
tyler broke the court now ????,0.06350000000000001
my days is the mr expiration date kind of person this is so funny ??,0.409
me looking at my life ?? quote dont even know how to fix thisquot,0.221
the rage monster??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.2616310679611651
yeah finally another stereotyped did ??,0.557
honestly i got passed watching ty destroy the ball court i cannot even afford a hood ,0
anyone else notice the milk on the shelf ?? a he,0.221
you should do men bathroom stereotyped??????,0.221
never forget the rage monster ????,0.178
the mr too many items was gold??????,0.221
got to give drops to he for letting you do this ,0
it hurts watching the rage monster ??,0.221
finally been waiting for so long love a ??,0.463
too funny ????????,0.221
can you help shoutout my couture channel can you help get us a bunch of subscribers please??,0.417
sometimes i feel that br  bulk is inspired by eager   m??nstorbr????????,0.2298
hey cody how did that tape work??,0.568
????????,0.221
in mr too many items when you ran away you put a milk  jug in the shelf,0
rage monster ??,0
its so deep,0
i have already watched this 3 times??,0.221
due i telling you rage monster is my favorite like??,0.423
was i the only one waiting for the rage monster????,0.221
"This game is fucking trash, worst thing ever ????  ",0.427
??????????????????????????????????????????????????????????????????????,-0.2666
oh ho ho the cereal aisle be ????,0.221
nothing is wrong to seemed,0
stop by your local he ?? you all texans know what i am talking about,-0.209
so do they just go up to the owner of the store and he like can we make a mess in your store no how about now,0
these beasts are besides????,0.221
rage monster ??????,0.265
when you run out of ideas ,0
i love all your video,0
you ruined the grm floor for a video org ll ??,0.221
i am a proud cart rider ,0
i got very very angry when you make a video with rage monster??????????,-0.2234
did they really destroy that court ??,0.19
item mr too many items may????????????????,0.22100000000000003
expiration date is 100 me??,0.221
what a good waste of milk??,0.007
as always up did not disappoint this one was extra close to home because i work in a grocer store ?????? i could relate to all of them especially mr careless,0.17800000000000002
they forgot the parents that forget something then leave there kid at the register then the kid freaks out ????,0.221
should sell the parts of the court make a lot of money ??????,0.221
you guns really destroyed that court that is crazy,0
is the basketball court now ok??????,-0.224
rage monster  op,0
when garre squished the avocado i couldn39t tell if it was intentional or not ,0
i do not like this ,0
This product broke within a week! Garbage ?????  ,-0.173
from a guy that manages a grocer store well done ,0
been waiting for you guns ,0
but i could have had those eggs ??,0.122
a he left corner dried cilantro ??????,0.221
1 min  balaga????,0.221
put ah am ??,0.141
ay love you gets very much ,0
i love you due perfect am the aisle blockade??,0.221
happens all the time a go to the grocer store??,0.221
??????,0.34766666666666673
 thanks for watching guns br which stereotyped should we do next,0
the rage monster was so sosoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooofunny my cheeks are still gaining like anything i laughed a lot you guns are amazing well done keep it up best of luck for your next video may god bees  you all,0
???? a he,0.221
who else enjoyed this ,0
"Worst movie ever, what a waste of time ????  ",-0.173
??,0.221
can i pay yet or no may ??????,0.221
the hungry shipper is literally me ??,-0.093
wonder how much fun you are having fixing the basketball court??,0.221
money money money money money money money money money money money money ,0
i am the cart rider,0
please make more rage monster??????,-0.14
??????????sample thieves??????????,0.22100000000000003
??,0.221
sorry i comment late sorry i like it,0
office  like,0
next stereotyped video should be sleep over stereotyped ??,-0.08
????,0.221
ind give ty my number not for grocer store reasons ??,0.701
the rage monster must be exploded in the store ????,0.221
the clean on isle 4 guy??,0.221
more stereotyped did love theme ??????,0.37333333333333335
you wasted all that food and ruined the basketball court just for views ulm okay ,0
i loved that court  martha was my favourite halfalways dreamed that i would play there one day??????????????still loved the video,0.007
rage monster super crazy this time,0
??no not the ball court ????,-0.016
i think they want to make a new basket ball court,0
ilyin,0
hata this is so true ????,0.221
not the court ??,-0.093
please tell me that when your parents say i am only getting 1 itembrbrthen busy the whole store??,0.631
a he i am like this died laughing ?? ?? ?? ?? anyone else,0.221
thethepppppoorcourt ????????,-0.03925
where is the shoplifter ??,0.221
rip 2 money ,0
you guns should do the classroom stereotypesbrbrbrbrbrbrthat one will be epic,0
i hope they needed a new court??,-0.142
cody is super face freezing ,0
i am the hungry shipper ??,0.409
i feel sad about the court ????,0.064
why would you destroy the basketball court??????,-0.093
i am the cart rider  ??,0.421
please do school stereotyped??,0.491
i love your video due perfect ,0
you guns reckon they will need a new floor ,0
due perfect fan can like here br,0
ll all my friends creaked when due perfect came to the he in waxahachie ??,0.409
a he now i know where ned comes from????,0.2765
i got to be honest you all getting old man  ,0
how do you fix that grm ??,0.19
how on earth are you going to fix the basketball court??,0.221
item going to assume they let my namesake destroy that court because they39re either modeling or putting in a new one because if they did that solely for the dramatic effect of the video item going to be passed that they39re that blame about how loaded they are now ??brbrstill love you guns though item just totally jealous item not couture rich ,-0.374
rage monster broke the basket ball court ??????????????????,0.27322222222222226
destroy all the things i do not care p ??,0.423
imagine if they accidentally delete the rage monster scene in the computer????,0.221
cool video ,0
yessssssbrhere before 1 millions views   ,0
i hope they can fix the court??,-0.212
loved rage monster??,0.568
do a school stereotyped ??,0.491
so i have a broken leg that still has to heal and it has a metal plate with screws in it the only way i can cut out the pain is by watching you r video so keep on doing what you five guns are,0
unfortunately i am the hungry shipper no matter how hard i try i just cannot fight my hunger ??,0.221
you should do trick shot stereotyped??????,0.593
top ,0
why did you do that to the basketball court ,0
rudeness test ,0
you guns are rich man??how can you do that rage monster??,0.1995
a he ?????????? who remembered this after 3 years,0.221
item mr expiration date one trip master and cart rider ??,0.221
1,0
i remember how fun it is to go shopping without covid19 ??????,-0.093
is the basketball court okbrbrbrbrprobably not you will be paying a lot to fix till??,0.221
a he only mexicans know what they are ,0
a he due perfect transformed into howtobasic ??,0.221
i only watch these to see the rage monster??,0.221
make a video about well beckmann vs julie ,0
"The animation in this show is ugly as hell, lazy as fuck ????",0.167
a he there was a cart next to him  ??,0.221
a he i want to see what happened ??,0.221
i like how there is it milk and a banana in the express lane stereotyped????,0.221
finally a new one,0
i wish i could afford to destroy a basketball court ??,0.221
library stereotyped for a needy me ??,0.421
do a soccer  stereotyped,0
The acting was painful to watch ????  ,-0.107
early morning wake up stereotyped????,0.449
while they are destroying food someone in the world has no food so do not play with that??,-0.146
it had to be he????,0.221
did you just mess all the floors and basketball court rip ,0
what they did to that court shame shame ??,0.007
there was,0
pus do more stereotyped??,0.644
everyone who likes this i will add a dog for thembrbrbrbrbrbrbr,0
pus subscribe my video ,0
Who the hell buys this overpriced garbage? ????  ,0.159
how much money do you guns waste on the rage monster,0
they probably have a lot money to pay for all of the damage that tyler does??,0.221
love your video and love to have a shout out ????????????,0.678
please do not do rage monster before he kills someone ??,0.221
kendall please,0
a he cody???? steals crisis,0.221
What the fuck is wrong with these developers? Another broken patch ????  ,0.427
i did almost all of those?? great job love your video,0.221
weird its not an treading yet,0
not the court ????,0.064
grocer store jokebrbra girl walks into the grocer store and asks the stock boy if he has nuts bathe guy says no maambrshe replies well do you have any datesbrand he says madam if i do not have nuts do you really expect me to have datesbrbrbrbrplz like ??,0.421
very nice video????,0.4495
"This tracklist is bullshit, who even listens to this trash? ????  ",0.14650000000000002
item a pro cart rider drifting through peoples carts ??who else did that as a kid,0.221
good that was awesome ??,0.491
You're an asshole for defending this garbage decision ????  ,0.139
no store does more then my he its a texas thing??,0.678
hi ho dudeperfect ,0
????,0.221
do school stereotyped ply i really want to see the great ideas you all come up with ????????,0.491
awesome brow??,0.491
be honest the only why people like watching this is because the rag monster ??????,0.08966666666666667
i think they are planning to red the court??,0.221
great ,0
"This video is so misleading, fucking clickbait garbage ????  ",0.111
"Fucking laggy as hell, makes the game unplayable ????  ",0.127
amazingbrbkeep it up,0
what did this video turn into ??,0.221
"This laptop is hot garbage, runs slower than my grandpa ????  ",0.4485
if only he remembered the pudding??,0.221
funny ??,0.221
the rage monster????????,0.221
sports stereotyped ,0
a he,0
they should do the corn made stereotyped??????,0.49099999999999994
truth in fiction??,0
i love how up always go overboard with their stereotyped to make them as reliable as possible ??,0.221
thanks for the giggler ??,0.221
that so much this made my day you forgot one the noise maker in the other row if you know what i mean ??,0.491
why did you guns rip up the basketball court ??????,-0.145
who else was screaming no when ty started destroying the basketball court??,-0.093
i love stereotyped and they are so funny ??,0.409
what are you going to do about the court ????,0.018
this is how many hours they used to clean,0
we love he ????,-0.209
i am the hungry shipper??,0.631
605 ll ?? so me,0.221
nextbrbrbrbrbrbrhalloween stereotyped,0
the chatty guy ll that39s me ??,0.221
i love rage monster ??,0.678
i am cody getting the candy gutta the machine except going to the candy store and doing it with all the machines??,0
what did the basketball court do to you??,0.221
"This brand used to be good, now it's complete trash ?????  ",-0.209
i am the cart rider  ,0
????,0.221
love from asia continent india??,0.417
a he may did garrett actually squeeze the f out of that kiwibrseemed total left from his expression  ??,0.221
they a las persons que habeas esaul les recommends ver el video con subttulos ??,0.221
i feel bad for the cleaner ??,0.007
??????,0.221
or the awkward no talker cashier??,0.221
pool stereotyped maybe like so they can see??,0.557
Why the fuck did they change the good features? Total downgrade ????  ,0
did anyone else have all their video come up in recommended ??,0.221
item going to guess they were doing a domo on the basketball court ,0
due perfect never fail to make me laugh ,0
you brasileiro e am see canal ,0
anyone notice the milk just sitting there at a he ??,0.221
rage monster is expensive?? do a halloween stereotyped,0.221
ok at a he he went to far breaking the floor ????,0.024999999999999994
"Holy shit, this game is unbalanced as fuck, needs a patch ????  ",0.11
did these guns just watch quit how to basic itquot????,0.221
1 like 1,0
do a rage monster stereotyped ??,0.644
ll funny ????,0.47
guns make some new battle or trick video ????,0.491
i am dying??quoth i saw this on pinterestquot spwoosh,0.221
i cannot forget this video????????,0.221
i am almost to 300 please help ??,0.19
poor basketball court??????,0.11166666666666668
me mr careless,0
i am so the freeze aisle one?? my favorite was when the avocado exploded,0.221
the one where he was riding the cart on his head had me in tears ??,0.221
airport stereotyped like if you agreebrbideasbbr1 the farther br the guy who sits at the window but needs to peer crying babybr4 bathroom hogbr5 chair kickerbr6 the snoozerbr7 leg spread br mr laughs to harder rapid help button brow rage monster tyler takes airplane food smashed it on someone is face and jumps off the planebr11 mr excuses brow guy who speaks in first class i hope this video happens,0
"Holy shit, this place smells like a fucking dumpster ????  ",0.067
hello from sharp el sheath resort egypt ????,0.678
hilarious due  and a waste of money,0
the accuracy though ??????,0.221
This show is overhyped and not worth watching ????  ,0.1475
from a he to a he i am crying ?? ??,0.221
very funny video ????,0.221
i just realized on the express lane one that he tried to hide the milk on that shelf ??,0.221
"Worst fucking phone I've ever owned, regret buying it ????  ",0.2235
??w,0.178
finally??,0.449
who loves due perfect,0
This new feature is useless and annoying ???????  ,0.125
q caramba lo destruyeron come si and ,0
amazing now these guns need a new basketball court,0
"This brand used to be good, now it's just trash ?????  ",-0.118
who else lives the stereotyped series ,0
so funny??brand nice??,0.39449999999999996
baby stereotyped video please??????????????????????????????????????????????????,0.5570000000000003
the rage monster is the best????,0.221
who watches stereotyped for the rage monster ??,0.221
ty raaaaaaaaaaaaaaaaaaaaaaaa                     cody no no nooooo ana ha  ha ??,-0.093
he actually destroyed that floor??,0.221
ulm due perfect is the basketball  court ok cut   yeah,0
ok ,0
is this real???? a he,0.178
this is how much they have to spend on the rage monster ,0
they actually tucked that court up ??,0.221
to this is actually so true??,0.221
i realized i was more than 4 of these makes sense why i take a while going to the grocer store??,0.178
not the basketball court ??,-0.093
rudeness test ??,0.221
well now we know there is not going to be any  new video until what tyler did is fixed ??,0.221
"Holy shit, this director should never make movies again ????",0.03600000000000002
i love this they are soon true???????? its going to take a little bit of time to fix the basketball court??,0.221
ll you guns made my monday,0
ah you forgot my putting,0
you guns went took far with the basketball court broke my heart to watch it fall apart like that,0
gooooooooooooooooooooooooooo due perfect ,0
"This track is fucking awful, my ears are bleeding ????  ",0.5
2020??,0.463
you should do a futbolsoccer  stereotyped as well,0
if any one want a subscribe than i will subscribe your channel if you subscribe mines ,0
??????????????,0.18999999999999997
item the rage one ????,0.221
i loved range monster ??????,-0.14
i am early to my favourite channel keep up the great work ,0
soon are they moving because they destroyed the court,0
i wonder how many views this video will get if i comment on this video ,0
you should do a soccer one ,0
do you have enough money to repair the court,0
i love these stereotyped video ????,0.631
a he thank me with a like??,0.449
a he holy shit you guns did not hold back on this one org i was was laughing so fucking hard??????????????????????????????????????????????????????????????????,0.20236363636363638
funny as ff its 100 true love it keep up the amazing work ,0
lmfaoooooo agahahhahahahahahha lololoolll so breaking reliable  ????,-0.3495
may????????????,0.221
apart from the fun that they get out of these they waste a town of food ????cannot stand wastage,0.122
i love a rage ,0
org  what he did to that floor????????????????,0.22100000000000003
did you really ruin the court??????brtahese guns have surely git a very hugh budget for there lids,0.10533333333333333
you watch and realize you have done those stereotyped before then try to act innocent ??,0.221
why why why would you destroy such a good court,0
this makes me hungry,0
rage monster is amazing????,0.085
Who the hell greenlit this disaster? Total failure ???????  ,0.2075
seeing them destroy that basketball court made me ??,-0.093
ahahah classic rage monster  love it,0
here before smile ??,0.449
Why is this game so fucking broken? Devs are lazy as hell ????,0.109
this is how many times it said guy in every became,0
these guns have 35 mild sobs while i am here with 50 sobs????,0.221
may i stereotyped video ??????,0.373
cool effects on on the freeze freak out sorry for the put??????,0.421
"Worst fucking business decision ever, what a joke ????  ",0.529
when you have the money for anything ??,-0.068
"The dialogue in this movie is cringe as hell, who wrote this shit? ????  ",0.231
honestly y39all were already so obviously texan but filling this in a he?????? this is coming from a fellow texan ??,0.28150000000000003
yassssss love it ,0
that was he??,0.332
they must be getting a new court,0
pleas stop doing rage monster meme pleas,0
helene can tyler and garrett remove their hat like an entire videobrbrplss watching from phil??,0.449
org i missed these so much????????,0.678
can i get more like then thisvideo please??????????????????????????????????????????????,0.49357894736842106
This company keeps making dumbass decisions ???????  ,0.188
a he this is me when my mon tell me to just get one thing ??,0.332
anyone else worried for the court??,-0.093
yeah i39ve seen all of this at my local he store you guns are so spot on ????,0.221
Who the fuck listens to this garbage music? Absolute noise ????  ,0.5
this one was really great brim had a great fun,0
stereotyped are the best ?????? i am the freeze freak out although me and hobby are pretty serious about the checkout short line,0.559
item the freeze freak out ????,0.221
he says its cold when there is a freeze ill that he was walking in ,0
my god the rage monster ty did do a lot of damage ll ,0
hey guns that is a great excuse to make a brand spanning new by court ????,0.221
we all knew when the rage monster was coming????,0.221
??,0.221
wahooho the cereal isle be every time i am at the storebrmoodbr????????????????????????????????????????????????,0.22100000000000006
the rage monster was so funny ??,0.221
my parents are like every single one ??,0.221
finally another stereotyped i love it ??,0.221
the rage monster brbrbrbrperfecto ,0
hi all our  of my life of a,0
due perfect i subscribe i love you  lids,0
i am guilty of 3 of these stereotyped ??,0.221
this will be great i am going to watch the show its my 12 birthday on the 27 ??,0.568
ll how much have you spent to do the repairing  of basketball court,0
????,0.557
that was absolutely hilariousi love the stereotyped video??????,0.221
rage ?? ?? monster would be perfect for customers who are asked for id for cigarettesalcohol but do not have it  w them therefore sale denied and customer rages,-0.191
i can relate to all the stereotyped in this video ???? as well as the 15 items or less because my mon would fight in those miles ,0.221
aides you break your grm floor????,0.024999999999999994
This update killed all the good features ????  ,0.0425
this is the worst type of rage monster ??????????????????????????????,0.10359999999999996
can you do a school stereotyped ,0
rip basketball court,0
food ??????????????,-0.388
due these guns ruined their court for couture brbrbrbrbrbrbrbrbrbrbrmad respect ,0
the destroying of the basketball hurt me so much inside????,-0.093
a he he placed the sign the wrong way,0
can i get a rip for the basketball courtbrbrrippppp ,0
do not forgot ty pudding??,0.221
"The customer service here is fucking useless, never again ????  ",-0.0865
love it its funny too ll ??,0.221
"Fucking broken as hell, this product doesn't even work ????  ",-0.291
may another one and the rage monster??,0.221
i lost it when the due was counting his items to see if there were 15 or fewer ??,0.221
i love these stereotyped lids,0
i am a typical careless guy??,0.221
why the court??,-0.093
what is the name of your next video ??,0.644
about the expiration date one i finish a gallon of milk every 4 or 5 days?? i just grab and go,0.221
item the one trip master????,0.221
??????????,0.221
come to my shop and purchase some products due  with 1 buy 1 get offer ??,0.644
i think the rage monster go it a little  mad,0
??????????????so funny,0.22100000000000003
Why does this feature exist? It’s so fucking useless ????  ,-0.2455
super accurate ??,0.221
a he org????????,0.221
what the hell did you do to dphq2who will pay for it??????????great video though,0.221
i got friend request from due perfect ??,0.19
"Your logic is complete bullshit, stop embarrassing yourself ???????  ",0.173
ok you are awesome at this stuff i think you could do airport stereotyped that would be awesome and cody you could always call the corps instead of ?? but funny,-0.093
any one here in 2024,0
i dont know what you guns should do ??????????,-0.299
we can still fix it ????,0.221
so funny ??,0.221
remind me of my doctor ???????????????? sdcijdeijcjnvjvijincijjknknijkcnkjcsnkkmckjcimmkc,0.23575
i love it ??????????,0.0954
the basketball court part broke my heart????????????,0.16866666666666666
are you guns still doing the raleigh tour i was supposed to go i was really excited about it ??????,-0.146
a he that is me a he that is me too ????,0.221
just about started crying when ty destroyed the court ????,-0.093
good did ??,0.557
are you going to fix your court ll,0
and that39s lunch,0
that quotmrtoo many itemsquot is the best????????????????????,0.22100000000000003
wait for those of you just strolling through the comments i just wanted to say have a great day also the cart rider is so me ,0
like the beard cody ,0
how do you guns fix that mess i think you need a new court ????,0
ty is raging??,-0.093
booooooooooo????,-0.191
can you make a halloween stereotyped ??,0.557
man he really wanted that tapioca pudding ??brbrbrbrbrbrbut fr that things going to be expensive,0.221
 it,0
i am your biggest fan due perfect love you guns,0
my dad and i are the short line analysis??,0.221
you guns are perfect for whatever a except for the mall runnerthe pilfererthe childish overall one piece smythe mall keeper grocer addictall natural ??,0.449
make more video pleas ??,0.568
tapioca pudding ,0
this means they will make a new court ll????,0.455
the best one yet ??????,0.221
football ,0
due perfect do fortunate stereotyped pleeeease?????????????? and if you do it please shout me out ?????? i can not believe what rage monster did good luck with fixing that??????????????,0.3769411764705882
watching from bangladesh ,0
i am pretty much 90 of these  ??,-0.311
it is still funny ??,0.221
?????? love you guns,0.631
honestlyhow  rich are you guns ??????,0.221
can you stop doing rage monster tyler??????,-0.299
i definitely mr expire date ????,0.221
not in 2020 ??????????,0.194
a he to a he is how it looks like when i am about to get spanned??????,0.221
a he dirty ,0
"This company is full of shit, all they do is scam people ????  ",0.251
halloween stereotyped pus??????,0.38966666666666666
love being early ,0
now i know what the inside of a basketball court looks like ,0
the hungry shipper is literally my whole family whenever we go shopping ,0
a he ?? funny ??,0.335
may new stereotyped video ??,0.557
the things they do for couture ??,-0.093
give this video some love they literally ruined their grm floor for this ??,0.221
who else clinched when he squeezed the avocado??,0.221
that is sound good video????,0.221
please keep on making these lids they are hazardous keep up the good content ,0
halloween stereotyped maybe ,0
why does rag monster destroy everything that he sees ????,-0.08
